term,related_lang
pectus,Latin
pectus carinatum,Latin
pecuary,Portuguese
peculium,Latin
ped,Ancient Greek
pedal,Latin
pedal,French
pedality,Ancient Greek
pedant,Middle French
pedantry,Italian
pedelec,German
pederast,French
pederasty,Ancient Greek
pedestrian,Latin
pedicel,Late Latin
pediculophobia,Latin
pedilavium,Late Latin
pediluvium,Medieval Latin
pedipalp,New Latin
pedophilia,German
pedum,Latin
peduncle,Late Latin
pedunculus,Latin
peepul,Hindi
peepul,Urdu
peery,Scots
peewah,Trinidadian Creole English
pegador,Spanish
pehelwan,Hindi
peignoir,French
pejoration,Latin
pelargonium,Translingual
pelerin,Old French
pelidnoma,Latin
pelinkovac,Serbo-Croatian
pell,Latin
pell-mell,French
pellagra,Lombard
pelmeni,Russian
pelota,Spanish
peloton,French
peludo,Spanish
pelure,French
pelvis,Latin
penalty,Middle French
penchant,French
pend,Middle French
pendejismo,Spanish
pendejo,Spanish
pendente lite,Latin
pendentive,French
pendulous,Latin
pendulum,Latin
peng,Chinese
peninsula,Latin
penitente,Spanish
penitential,Medieval Latin
penlop,Dzongkha
pennal,German
penne rigate,Italian
penni,Finnish
pennoni,Italian
pensione,Italian
pensum,Latin
pensée,French
penta-,Ancient Greek
pentacontagon,Ancient Greek
pentad,Ancient Greek
pentagonism,Spanish
pentandrous,New Latin
pentaptote,Latin
pentarchy,Middle French
pentarchy,Late Latin
pentathlon,Ancient Greek
penthos,Ancient Greek
pentimento,Italian
pentito,Italian
penultimate,Latin
penumbra,New Latin
penury,Latin
peon,Middle French
peon,Spanish
peot,Yiddish
peperino,Italian
pepernoot,Dutch
peperoncini,Italian
peperoncino,Italian
pepita,Spanish
peplos,Ancient Greek
peplum,Latin
peplum,French
pepo,Latin
pepperoni,Italian
pepsin,German
peptide,German
peptone,German
per accidens,Late Latin
per alia,Latin
per annum,Late Latin
per anum,Latin
per capita,Latin
per contra,Latin
per impossibile,Latin
per nasum,Latin
per procurationem,Latin
per se,Latin
per-,Old French
per-,Latin
perambulate,Latin
peraqim,Biblical Hebrew
percent,New Latin
percept,Latin
perceptible,Late Latin
perceptor,Latin
perciatelli,Italian
percipiendum,Latin
percipient,Latin
percuss,Latin
percuteur,French
perdita,Latin
perdricide,French
perdu,Middle French
perempt,Latin
perennial,Latin
pereq,Hebrew
perestroika,Russian
perezhivanie,Russian
perfecto,Spanish
perfidious,Latin
perforans,Latin
perforatus,Latin
perfrication,Medieval Latin
perfumatory,French
perfume,Middle French
pergola,Italian
pergole,Italian
peri,Persian
periagua,Spanish
perianth,French
perianthium,New Latin
pericarp,French
periculous,Latin
peridexion,Ancient Greek
peridot,French
peridromophile,Ancient Greek
peridromophily,Ancient Greek
periegesis,Koine Greek
periegete,Koine Greek
periegetic,Koine Greek
perigynium,New Latin
perihelion,Late Latin
perihelium,Late Latin
perilla,Translingual
perineum,Late Latin
peripatetic,French
periplous,Ancient Greek
periplus,Latin
perispomenon,Ancient Greek
peristeropodous,Ancient Greek
peristyle,French
perizoma,Latin
perlemoen,Afrikaans
permeable,Middle French
permit,Middle French
permute,Latin
pernancy,Anglo-Norman
pernickety,Scots
pernio,Latin
peroneus,Late Latin
peroneus brevis,New Latin
peroneus longus,New Latin
peroneus tertius,New Latin
perpend,Latin
perpession,Latin
perquisite,Medieval Latin
persecute,Middle French
persiflage,French
persillade,French
persimmon,Powhatan
persipan,German
persist,Middle French
persistent,Latin
persnickety,Scots
persona,Latin
personalia,Latin
personnel,French
perspiration,Middle French
perspire,Middle French
perspire,Latin
pertinence,French
pertinent,French
perturbation,Middle French
pes,Latin
pesante,Italian
pescatorio,Italian
peseta,Spanish
peshwa,Urdu
peso,Spanish
pessimum,Latin
pestiferous,Latin
pestilent,Latin
pesto,Italian
pet,Scottish Gaelic
petal,Ancient Greek
petalum,New Latin
petasus,Latin
petechial,New Latin
petiole,French
petit final,French
petit four,French
petit mal,French
petite,French
petite bourgeoisie,French
petra,Latin
petroglyph,French
petrol,French
petroleur,French
petronel,Middle French
pettah,Tamil
petuhah,Hebrew
petun,French
petunia,New Latin
petunse,Chinese
pew,Middle French
peyote,Spanish
pfalzgraf,German
pfeffernusse,German
pfropfschizophrenie,German
phacochere,New Latin
phaeton,French
phalange,Middle French
phalanx,Ancient Greek
phalanx,Latin
phalarope,New Latin
phaleristics,German
phallus,Latin
phallus,Ancient Greek
phan,Thai
phaneron,Ancient Greek
phantasia,Latin
phantasia,Ancient Greek
phantasmagoria,French
phantasmagory,French
phare,French
pharmacopoeia,French
pharmakos,Ancient Greek
pharynx,New Latin
phase,Latin
phase,New Latin
phaseolus,Latin
phasin,German
phasm,Latin
phasm,Ancient Greek
phelonion,Ancient Greek
phenakistoscope,French
phenol,French
phenol,Ancient Greek
philander,Ancient Greek
philanthropy,Late Latin
philately,French
philematology,Danish
philharmonic,French
philia,Ancient Greek
philippic,Latin
philodendron,New Latin
philoxenia,Ancient Greek
philtrum,Ancient Greek
philtrum,Latin
phiran,Kashmiri
phloem,German
pho,Vietnamese
phoca,Latin
pholerite,French
phonetic,Latin
phooey,Yiddish
phorbeia,Ancient Greek
phosphorus,Latin
phosphure,French
photography,French
phourion,Ancient Greek
phragma,Ancient Greek
phragmo-,Ancient Greek
phrase,Late Latin
phrenic,New Latin
phryctoria,Ancient Greek
phthisis,Latin
phuchka,Bengali
phulkari,Punjabi
phylaxis,Ancient Greek
phyle,New Latin
phyllo,Greek
phyllodium,New Latin
phylloxera,Translingual
phylogenesis,German
phylogenetic,German
phylogeny,German
phylum,Latin
physical,Late Latin
physis,Ancient Greek
phytophthora,Translingual
piaculum,Latin
pian,Portuguese
pianica,Japanese
pianissimo,Italian
pianiste,French
piano,Italian
piano,Italian
piano nobile,Italian
pianoforte,Italian
piastre,French
piazza,Italian
pica,Latin
picadillo,Spanish
picador,Spanish
picaro,Spanish
picayune,Occitan
picayune,French
piccata,Italian
pice,Hindi
picnic,French
pico de gallo,Spanish
pico-,Spanish
picon,French
picot,French
picota,Portuguese
picul,Malay
pidgin,Hebrew
pie,Hindi
pie,Hindi
pied-à-terre,French
piedouche,French
piedra,Spanish
piel de sapo,Spanish
pierce,Japanese
pierog,Polish
pierogi,Polish
pierre perdu,French
pierrotage,French
pieróg,Polish
piety,Middle French
pietà,Italian
piezo-,Ancient Greek
pifferaro,Italian
piffero,Italian
pigache,French
pigeage,French
pignoli,Italian
pignorate,Medieval Latin
pignorate,Medieval Latin
pignus,Latin
pikake,Hawaiian
pikul,Malay
pil-pil,Basque
pila,Latin
pilau,Hawaiian
pilentum,Latin
pileus,Latin
pilidium,New Latin
pillion,Scottish Gaelic
pilon,Spanish
piloncillo,Spanish
piloti,French
pilpul,Hebrew
pilsener,German
pilsner,German
pilum,Latin
pilus,Latin
piment,French
pimento,Portuguese
pimiento,Spanish
pimp,German
pinaster,Latin
pinax,Latin
pince-nez,French
pincho,Spanish
pineau,French
pinion,French
pink,Middle Dutch
pink,Dutch
pinkie,Dutch
pinky,Dutch
pinnatisect,New Latin
pinocytosis,New Latin
pinole,Spanish
pinot,French
pinscher,German
pinta,Spanish
pintado,Spanish
pinto,Spanish
pinto bean,Spanish
pintxo,Basque
piolet,French
piopio,Maori
pious,Latin
piphat,Thai
pipi,Maori
pipistrelle,French
pipit,Malay
pipkrake,Swedish
piquant,Middle French
pique,Middle French
pique,French
pique,French
pique,Spanish
pique,French
piquette,French
piquillo,Spanish
piqué,French
piragua,Puerto Rican Spanish
pirai,Spanish
piriform,New Latin
pirog,Russian
pirogi,Russian
pirogue,French
pirouette,French
pirozhki,Russian
pirozhok,Russian
pisalis,Latin
piscator,Latin
piscina,Latin
piscivorous,Latin
piscose,Latin
pisher,Yiddish
pisonia,Translingual
pissaladière,French
pistachio,Italian
piste,French
pistil,French
pistillidium,New Latin
pistole,French
piston,French
pit,Dutch
pita,Spanish
pitaka,Sanskrit
pithecoid,Ancient Greek
pithos,Ancient Greek
piti,Azerbaijani
piton,French
pitta,Telugu
pivot,French
pizza,Neapolitan
pizza fritta,Italian
pizzaiolo,Italian
pizze,Italian
pizzella,Italian
pizzeria,Italian
pizzica,Italian
pizzicato,Italian
pizzle,Dutch Low Saxon
pizzle,West Flemish
pièce d'occasion,French
pièce de résistance,French
pièce montée,French
piña,Spanish
piña colada,Spanish
piñata,Mexican Spanish
piñon,Spanish
pkhali,Georgian
pla ra,Thai
placate,Latin
placenta,New Latin
placentious,Latin
placket,French
placki,Polish
plafond,French
plaga,Latin
plaid,Scots
plaidoyer,French
plain,Middle French
plainchant,French
plakous,Ancient Greek
plan,French
planar,Late Latin
planarian,Translingual
planch,Middle French
plancha,Spanish
planche,French
planchette,French
planitia,Translingual
plankter,Ancient Greek
plankton,German
plant-animal,French
planta,Latin
plantation,Middle French
plantigrade,French
planular,Late Latin
plaque,French
plaquette,French
plat du jour,French
platan,Latin
plateau,French
platitude,French
platteland,Afrikaans
platysma,New Latin
platysma,Ancient Greek
plausible,Latin
playa,Spanish
plaza,Spanish
pleasantry,French
plebiscite,Middle French
plebiscitum,Latin
plebs,Latin
plectoneme,Ancient Greek
plectoneme,Ancient Greek
plectrum,Latin
plein air,French
plenilune,Latin
plenipotentiary,Medieval Latin
plenitudine,Latin
pleonectic,Ancient Greek
pleonexia,Ancient Greek
plethora,Late Latin
pleuritis,Latin
pleuron,Ancient Greek
plexus,Latin
pleyt,Russian
plique-à-jour,French
plisse,French
plissé,French
plitt,Russian
plié,French
plogging,Swedish
plongée,French
ploy,Middle French
pluderhose,German
plug,Dutch
pluma,Latin
plumassier,French
plumbago,Latin
plumbata,Latin
plumeria,Translingual
plumula,Latin
plunder,German
pluri-,Latin
pluries,Latin
plurisecular,French
plus,Latin
pluteus,Latin
pluvial,French
pluvious,Latin
pneumoconiosis,New Latin
pnigalion,New Latin
poaka,Maori
poblano,Spanish
pochade,French
pochette,French
pocho,Mexican Spanish
pochoir,French
poché,French
poco a poco,Italian
pococurante,French
poculum,Latin
poda patti,Malayalam
podetium,New Latin
podium,Latin
poes,Afrikaans
poffertjes,Dutch
pogono-,Ancient Greek
pogost,Russian
pogrom,Yiddish
pogue,Irish
pohutukawa,Maori
poi,Maori
poi,Hawaiian
poiesis,Ancient Greek
poietic,Ancient Greek
poilu,French
point d'appui,French
point-blank,French
point-device,French
pointe,French
pointillism,French
pointillé,French
poitrinal,Middle French
poitrine,French
poivrade,French
poka-yoke,Japanese
poke,Hawaiian
polatouche,French
polder,Dutch
polemarch,Ancient Greek
polenta,Italian
polhode,Ancient Greek
poliomyelitis,German
poliorcetics,Late Latin
polis,Scots
polissoir,French
politburo,Russian
politeia,Ancient Greek
politesse,French
politic,Middle French
politico,Italian
politico,Spanish
politiquera,Spanish
politotdel,Russian
pollam,Tamil
pollex,Latin
pollical,Latin
pollicitation,Latin
pollinctor,Latin
pollux,Ancient Greek
polonaise,French
polonga,Sinhalese
poltinnik,Russian
poly-,Ancient Greek
polyadenous,New Latin
polyandrion,Ancient Greek
polydactyl,Ancient Greek
polydactyly,Ancient Greek
polyglot,Attic Greek
polyglot,Koine Greek
polygonboden,German
polygonum,Translingual
polyhedron,New Latin
polymorphous,New Latin
polynya,Russian
polynya,Russian
polyp,Latin
polyphloisbic,Ancient Greek
polypodium,Late Latin
polypragmon,Ancient Greek
polypragmosyne,Ancient Greek
polypus,Latin
polysemous,Medieval Latin
polyspast,Latin
polysyndeton,Medieval Latin
polysyndeton,Byzantine Greek
polyzoary,New Latin
pomerium,Latin
pomme,French
pomme frite,French
pomme puree,French
pomme purée,French
pommecythere,French
pommes frites,French
pommée,French
pomodoro,Italian
pompano,Spanish
pompier,French
pomposo,Italian
ponce,French
ponceau,French
poncho,Spanish
pondok,Malay
pondus,Latin
ponent,Italian
ponga,Maori
poniard,French
ponkan,Chinese
pons,Latin
pontianak,Malay
pontifex,Latin
pontiff,Middle French
pontifical,Latin
pontil,French
pontoon,Middle French
ponzu,Japanese
pooka,Hawaiian
pool,French
poon,Malayalam
poon,Tamil
poontang,French
poori,Hindi
pope,Russian
popina,Latin
poplin,French
popotillo,Spanish
poppycock,Dutch
popular,Latin
populate,Medieval Latin
population,Late Latin
populetum,Latin
populosity,French
porcelain,Middle French
porcini,Italian
pornocracy,German
porphyrin,German
porray,Middle French
porrect,Latin
porrectus,Latin
porron,Spanish
porta,Latin
portable,Middle French
portable,Latin
portafilter,Italian
portamento,Italian
portatif,French
portato,Italian
porte cochère,French
porte-monnaie,French
porte-épée,French
portend,Latin
portent,Latin
portentous,Latin
portfolio,Italian
portia,Tamil
portico,Italian
portmanteau,Middle French
portraiture,French
portyanki,Russian
posada,Spanish
posaune,German
posca,Latin
poseur,French
poshlost,Russian
posho,Swahili
posit,Latin
positivism,French
positivist,French
positura,Medieval Latin
pospolite,Polish
posse comitatus,Late Latin
post,Middle French
post,Latin
post,French
post mortem,Latin
post mortem auctoris,Latin
poste restante,French
posterior,Latin
posthumous,Latin
postic,Latin
postscriptum,Latin
postulant,French
posé,French
pot-au-feu,French
potage,French
potassa,Dutch
potato,Spanish
potator,Latin
potchky,Yiddish
potence,Middle French
potency,Latin
potiche,French
potin,French
potlatch,Chinook Jargon
potlatch,Chinook Jargon
potoroo,Dharug
potpourri,French
potrero,Spanish
pouding chômeur,French
poudrette,French
poulaine,Middle French
poulaine,Anglo-Norman
poule,French
poulpe,French
pounamu,Maori
pounce,French
pourboire,French
pourparler,French
pourpointerie,French
pourpointing,French
pous,Ancient Greek
pousada,Portuguese
pousse-café,French
poussin,French
powder-douce,French
powiat,Polish
pozole,Spanish
pozoleria,Spanish
poë-bird,Tahitian
ppongjjak,Korean
prad,Dutch
pradhana,Sanskrit
praegnans constructio,Latin
praegnans constructio,Latin
praemunire,Latin
praenomen,Latin
pragmatic,Middle French
prahok,Khmer
prairie,French
prajna,Sanskrit
prajnaparamita,Sanskrit
pralaya,Sanskrit
praline,French
pram,Dutch
prana,Sanskrit
prandial,Late Latin
prandial,Latin
prasad,Hindi
praseo-,Ancient Greek
prasinous,Latin
prata,Tamil
prata,Hindi
pratique,French
praty,Irish
praya,Portuguese
prayopavesa,Sanskrit
precept,Late Latin
preces,Latin
precipice,Middle French
precipitato,Italian
preclude,Latin
preclusion,Latin
precoce,French
precursor,Latin
predation,Latin
predator,Latin
predatory,Latin
prede,Latin
predella,Italian
predict,Latin
predictive,Latin
predilection,French
pree,Jamaican Creole
preeminent,Latin
prefinition,Latin
prefix,Middle French
prehensile,French
prehension,Latin
prejacent,Middle French
prejudge,Middle French
prejudicate,Latin
preliminary,French
preludium,Latin
prelusion,Latin
preman,Indonesian
premier,Middle French
prender,French
preoccupate,Latin
preoccupation,Middle French
prepare,Middle French
prepose,French
presa,Spanish
presa,Italian
presbyopia,New Latin
presbyter,Late Latin
presbytinnitus,German
prescribe,Latin
prescriptive,Latin
presidentiable,French
presidio,Spanish
presidium,Russian
presque vu,French
prester,New Latin
prestidigitation,French
prestidigitator,French
prestige,French
prestigious,Latin
prestissimo,Italian
presto,Italian
presumption,Middle French
presunto,Portuguese
pretense,Middle French
preterition,Latin
preternatural,Latin
pretzel,German
prevalence,Middle French
prevalent,Latin
previse,Latin
prevoyant,French
priant,French
priestress,Middle French
prima donna,Italian
prima materia,Latin
primary,Latin
primate,French
primavera,Italian
prime,French
primero,Spanish
primevous,Latin
primipara,Latin
primiparous,New Latin
primitivo,Italian
primo,Italian
primordium,Latin
primum mobile,Late Latin
primus,Latin
princeps,Latin
principia,Latin
printanier,French
prior,Latin
priorate,Latin
pristine,Middle French
privet,Russian
prix fixe,French
priyome,Russian
pro eo quod,Latin
pro forma,Latin
pro memoria,Latin
pro tanto,Latin
proa,Malay
probability,Middle French
probe,Latin
probe,Late Latin
problema,Ancient Greek
problematic,Middle French
problematica,Latin
probole,Ancient Greek
procedendo,Latin
procedure,French
procelle,Middle French
procerity,Latin
procerus,Latin
processus,Latin
proclive,Latin
procureur,French
prodigal,Middle French
proditor,Latin
produce,Latin
productive,Late Latin
proem,Latin
proemptosis,New Latin
profert,Latin
profile,French
profiterole,French
profluvium,Latin
progenital,Latin
prognosis,Latin
programma,Ancient Greek
prohairesis,Ancient Greek
prohairetic,Ancient Greek
project,Latin
projection,Latin
projection,Middle French
prolapsus,Latin
prolepsis,Latin
proletaire,French
proletary,Latin
promachos,Ancient Greek
promenade,French
promontorium,Latin
promontory,Medieval Latin
promote,Latin
pronic,New Latin
pronk,Afrikaans
prononcé,French
pronto,Spanish
pronunciamento,Spanish
pronunciamiento,Spanish
pronuntiatio,Latin
propago,Latin
propel,Latin
propense,Latin
propension,French
propensity,Latin
prophetic,Middle French
propiska,Russian
propitiate,Latin
propitiation,Latin
propoma,Ancient Greek
proponent,Latin
propositus,Latin
propraetor,Latin
propudious,Latin
propulsion,Medieval Latin
prore,Latin
prorex,Latin
prosateur,French
prosciutto,Italian
proscolex,New Latin
proscynema,Ancient Greek
prosecute,Latin
prosenchyma,Ancient Greek
prosit,German
proskynesis,Ancient Greek
prospectus,French
prosthetic,Ancient Greek
prostitution,Late Latin
prostrate,Latin
protean,Ancient Greek
protectionism,French
protein,French
protend,Latin
prothesis,Ancient Greek
prothesis,Late Latin
protist,New Latin
protocol,Middle French
protoelongate,Translingual
protograph,Latin
proton,Ancient Greek
protoplasm,German
protreptic,Ancient Greek
protégé,French
protégée,French
provection,Latin
provenance,French
proverse,Latin
provident,Latin
proviso,Latin
provocate,Latin
provocateur,French
provocative,Middle French
provocative,Late Latin
provocator,Latin
provocatrix,Late Latin
provokatsiya,Russian
provoke,Middle French
provolone,Italian
proxime,Latin
proximo,Latin
prozymite,German
prude,French
prunus,Latin
prurient,Latin
pruritus,Latin
précieuse,French
précis,French
prêt-à-porter,French
psalmody,Latin
psephomancy,New Latin
pseudoprophet,Ancient Greek
pshh,Yiddish
psilocybin,German
psilosis,Ancient Greek
psomophagy,Ancient Greek
psoriasis,Late Latin
psyche,Latin
psychoid,German
psychology,French
psychophor,New Latin
psychopomp,Latin
psychostasia,Ancient Greek
psykter,Ancient Greek
psyllid,Translingual
psyllium,Latin
ptarmigan,Scottish Gaelic
pterion,French
pterodactyl,French
pterygium,Ancient Greek
pterygoid,New Latin
pterygoid,Ancient Greek
pterygoideus,New Latin
pterygopalatine,French
ptilinum,New Latin
ptilocerque,French
ptilosis,New Latin
ptitim,Hebrew
ptyxis,New Latin
pu pu,Hawaiian
publicist,French
puckaun,Irish
puckeroo,Maori
pucras,Nepali
pudeur,French
pudibund,Latin
pudina,Hindi
pudor,Latin
pueblo,Spanish
puella,Latin
puella aeterna,Latin
puerperal,New Latin
puffadder,Dutch
pugil,Latin
pugio,Latin
puinsai,Hawaiian Creole
puissant,Middle French
puit,French
pujari,Hindi
puka,Hawaiian
puka,Irish
pukao,Rapa Nui
puku,Maori
pula,Tswana
pula,Northern Sotho
pula,Sotho
pulasan,Malay
pule,French
puli,Hungarian
pulla,Finnish
pullulate,Latin
pulmonary,Latin
pulmonic,Medieval Latin
pulque,Mexican Spanish
pulqueria,Spanish
pulsate,Latin
pulsation,Latin
pulsion,French
pulu,Hawaiian
pulverise,French
pulvillus,Latin
pulvinar,Latin
pulwar,Hindi
puma,Quechua
pump,Javanese
pumsae,Korean
puna,Spanish
punani,Jamaican Creole
punch,Urdu
punch,Hindi
punctuate,Medieval Latin
punctuation,Medieval Latin
punctum,Latin
punctum saliens,Latin
puncture,Late Latin
punctus,Medieval Latin
punctus circumflexus,Medieval Latin
punctus elevatus,Medieval Latin
punctus flexus,Medieval Latin
punctus interrogativus,Medieval Latin
